Source,Target,Label,Weight
nm0023929,nm0837166,tt0107870,3
nm0023929,nm0326277,tt0107870,3
nm0326277,nm0837166,tt0107870,4
nm0003612,nm0490513,tt0107904,3
nm0003612,nm0157799,tt0107904,3
nm0158427,nm0490513,tt0107947,3
nm0149216,nm0628757,tt0107984,4
nm0161247,nm0628757,tt0107984,3
nm0149216,nm0938893,tt0107984,3
nm0442983,nm0938893,tt0107984,3
nm0161247,nm0442983,tt0107984,3
nm0438463,nm0712546,tt0107986,3
nm0463805,nm0872508,tt0108011,3
nm0409092,nm0872508,tt0108011,3
nm0024887,nm0653458,tt0108031,3
nm0002000,nm0504897,tt0108074,3
nm0080315,nm0228738,tt0108144,4
nm0849283,nm0950759,tt0108148,3
nm0744854,nm0745037,tt0108246,3
nm0154248,nm0946875,tt0108282,4
nm0000777,nm0001166,tt0108366,3
nm0001425,nm0002140,tt0108394,3
nm0001425,nm0954072,tt0108394,3
nm0002140,nm0682830,tt0108394,3
nm0682830,nm0954072,tt0108394,3
nm0078760,nm0162502,tt0108471,3
nm0047578,nm0486456,tt0108477,3
nm0619185,nm0620737,tt0108509,3
nm0370627,nm0619185,tt0108509,3
nm0619185,nm0854976,tt0108509,3
nm0370627,nm0620737,tt0108509,3
nm0620737,nm0854976,tt0108509,3
nm0370627,nm0854976,tt0108509,3
nm0042341,nm0612730,tt0108568,4
nm0001472,nm0939147,tt0108593,5
nm0013830,nm0939147,tt0108601,4
nm0490487,nm0939147,tt0108609,5
nm0151013,nm0155587,tt0108621,3
nm0510903,nm0947318,tt0108626,4
nm0490487,nm0504899,tt0108640,3
nm0223522,nm0438463,tt0109116,3
nm0063357,nm0438463,tt0109116,3
nm0170504,nm0864782,tt0109203,4
nm0154248,nm0945189,tt0109213,4
nm0437580,nm0510903,tt0109214,3
nm0266645,nm0947318,tt0109214,3
nm0116263,nm0899501,tt0109236,4
nm0158323,nm0953734,tt0109237,3
nm0490513,nm0938893,tt0109393,3
nm0490513,nm0525475,tt0109393,3
nm0150894,nm0498034,tt0109407,3
nm0504897,nm0939182,tt0109424,4
nm0001708,nm0326040,tt0109446,4
nm0181924,nm0524528,tt0109454,3
nm0001595,nm0382080,tt0109536,3
nm0219971,nm0451600,tt0109555,3
nm0150952,nm0950728,tt0109620,3
nm0138609,nm0568911,tt0109661,5
nm0023929,nm0568911,tt0109661,3
nm0412809,nm0955270,tt0109667,3
nm0127882,nm0325529,tt0109747,3
nm0233336,nm0325529,tt0109747,3
nm0150987,nm0939255,tt0109786,3
nm0150906,nm0939255,tt0109786,4
nm0508208,nm0714002,tt0110045,3
nm0002989,nm0446542,tt0110108,3
nm0035537,nm0676248,tt0110138,5
nm0150916,nm0939255,tt0110198,3
nm0006860,nm0934637,tt0110263,4
nm0583397,nm0784682,tt0110329,3
nm0159517,nm0490513,tt0110380,3
nm0451307,nm0474774,tt0110438,3
nm0096585,nm0702477,tt0110462,3
nm0481703,nm0490526,tt0110513,3
nm0151112,nm0170504,tt0110660,3
nm0084402,nm0668640,tt0110865,3
nm0697935,nm0744235,tt0110948,3
nm0000191,nm0000965,tt0111149,3
nm0000191,nm0388076,tt0111149,3
nm0000965,nm0388076,tt0111149,3
nm0000408,nm0001772,tt0111280,3
nm0001772,nm0734472,tt0111280,3
nm0001772,nm0075834,tt0111280,3
nm0000408,nm0734472,tt0111280,3
nm0000408,nm0075834,tt0111280,3
nm0075834,nm0734472,tt0111280,3
nm0103804,nm0601822,tt0111280,3
nm0449246,nm0777354,tt0111300,4
nm0160614,nm0768815,tt0111345,3
nm0104312,nm0580669,tt0111464,3
nm0021835,nm0500758,tt0111618,3
nm0628956,nm0945189,tt0111662,3
nm0628714,nm0938893,tt0111764,3
nm0284015,nm0797679,tt0111765,5
nm0160900,nm0284015,tt0111765,6
nm0160900,nm0797679,tt0111765,4
nm0366330,nm0580726,tt0111825,3
nm0150952,nm0939147,tt0111838,3
nm0939147,nm0948145,tt0111838,3
nm0001191,nm0379056,tt0112508,4
nm0261518,nm0530037,tt0112640,3
nm0160900,nm0345144,tt0112660,3
nm0016519,nm0951828,tt0112766,3
nm0490489,nm0789966,tt0112772,3
nm0227489,nm0898883,tt0112843,4
nm0645949,nm0744985,tt0112867,3
nm0451321,nm0700869,tt0112870,3
nm0467601,nm0939147,tt0112909,3
nm0169505,nm0812513,tt0113105,3
nm0149822,nm0997778,tt0113455,3
nm0284015,nm0628806,tt0113588,4
nm0160900,nm0437580,tt0113588,5
nm0147592,nm0682251,tt0113623,3
nm0147592,nm0894787,tt0113623,4
nm0660266,nm0894787,tt0113623,3
nm0682251,nm0894787,tt0113623,3
nm0150952,nm0151066,tt0113724,3
nm0150952,nm0482673,tt0113724,3
nm0151066,nm0482673,tt0113724,3
nm0284011,nm0628747,tt0113771,3
nm0155562,nm0490487,tt0113809,3
nm0006763,nm0712546,tt0113822,3
nm0503600,nm0951828,tt0113964,3
nm0016519,nm0503600,tt0113964,3
nm0080432,nm0438501,tt0114316,3
nm0677758,nm0823424,tt0114368,3
nm0750048,nm0823424,tt0114368,3
nm0200164,nm0506619,tt0114495,4
nm0635760,nm0841861,tt0114697,3
nm0004056,nm0005124,tt0114709,3
nm0006860,nm0641505,tt0114918,3
nm0628806,nm0797679,tt0114990,3
nm0160900,nm0943149,tt0115004,3
nm0146431,nm0201749,tt0116207,4
nm0150952,nm0939236,tt0116453,3
nm0023929,nm0139605,tt0116503,3
nm0004161,nm0503600,tt0117396,3
nm0002396,nm0111926,tt0117639,3
nm0111926,nm0413459,tt0117639,3
nm0519449,nm0786991,tt0118053,3
