Id,category,Label,Nationality
nm0810550,actor,Innokentiy Smoktunovskiy,Inconnu
nm0515106,actor,Vasiliy Livanov,Inconnu
nm0881708,actor,Evgeniy Urbanskiy,Inconnu
nm0435563,director,Mikhail Kalatozov,Inconnu
nm0464440,writer,Grigoriy Koltunov,Inconnu
nm0651998,writer,Valeri Osipov,Inconnu
nm0747657,writer,Viktor Rozov,Inconnu
nm0554959,actor,Adalberto Martínez,Inconnu
nm0419331,actor,José Jasso,Mexico
nm0666304,actor,Lee Patterson,Inconnu
nm0245945,actor,Peter Dyneley,Inconnu
nm0147204,actor,Robert Cawdron,France
nm0472849,director,John Kruse,Inconnu
nm0724732,actor,Ralph Richardson,UK
nm0627453,actor,John Neville,Inconnu
nm0711855,director,Gregory Ratoff,Inconnu
nm0252100,writer,Jo Eisinger,Inconnu
nm0831361,writer,Leslie Stokes,Inconnu
nm0364689,writer,Frank Harris,Inconnu
nm0831386,writer,Sewell Stokes,Inconnu
nm0798219,actor,António Silva,Portugal
nm0818819,actor,Antônio Spina,Brazil
nm0289543,director,Augusto Fraga,Inconnu
nm0229485,writer,Amadeu do Vale,Inconnu
nm0403709,writer,Alfredo Hurtado,Inconnu
nm0495905,actor,Goyo Lebrero,Inconnu
nm0145919,director,Feliciano Catalán,Inconnu
nm0063116,writer,Antonio Baylos,Inconnu
nm0063117,writer,Daniel Baylos,Inconnu
nm0413561,actor,Gordon Jackson,Inconnu
nm0018776,actor,Terence Alexander,Inconnu
nm0876440,director,Montgomery Tully,Inconnu
nm0933850,writer,Maurice J. Wilson,Inconnu
nm0583699,writer,Laurence Meynell,Inconnu
nm0157739,actor,Feng Chin,Inconnu
nm0239005,director,Kuang-Chi Tu,Inconnu
nm0788100,writer,Mu Shangguan,Inconnu
nm0598603,actor,Manuel Monroy,Spain
nm0670591,actor,Manuel Peiró,Inconnu
nm0487870,writer,Antonio de Lara,Inconnu
nm0509887,writer,Luis Ligero,Inconnu
nm0509890,writer,Tono Ligero,Inconnu
nm0883762,writer,Ramón Agustín Valdivieso,Inconnu
nm0409149,actor,Yin Wang,Inconnu
nm0497379,director,Han Hsiang Li,Inconnu
nm0911099,writer,Yue-Ting Wang,Inconnu
nm0943469,actor,Klausjürgen Wussow,Inconnu
nm0755697,actor,Karl-Georg Saebisch,Inconnu
nm0017530,actor,Thomas Alder,Germany
nm0738056,director,Jürgen Roland,Inconnu
nm0908624,writer,Edgar Wallace,Inconnu
nm0251912,writer,Egon Eis,Inconnu
nm0579566,writer,Wolfgang Menge,Inconnu
nm0000063,actor,Anthony Quinn,Mexico
nm0000564,actor,Peter O'Toole,UK
nm0321407,actor,Carlo Giustini,Inconnu
nm0712947,director,Nicholas Ray,Inconnu
nm0749200,writer,Hans Ruesch,Inconnu
nm0051738,writer,Baccio Bandini,Inconnu
nm0271417,actor,Tom Felleghy,Hungary
nm0080576,director,Roberto Bianchi Montero,Inconnu
nm0024589,writer,Mario Amendola,Inconnu
nm0754081,writer,Günther Rücker,Inconnu
nm0525654,actor,Oldrich Lukes,Inconnu
nm0532672,actor,Ignacy Machowski,Inconnu
nm0648681,actor,Julius Ongewe,Inconnu
nm0535512,director,Kurt Maetzig,Inconnu
nm0501015,writer,Stanislaw Lem,Inconnu
nm0275312,writer,Jan Fethke,Inconnu
nm0463305,writer,Wolfgang Kohlhaase,Inconnu
nm0718383,writer,Günter Reisch,Inconnu
nm0818433,actor,Renato Speziali,Inconnu
nm0132135,actor,Carlo Campanini,Inconnu
nm0729889,actor,Gianni Rizzo,Inconnu
nm0513420,director,Giuseppe Lipartiti,Inconnu
nm0396136,actor,Robert Hossein,Inconnu
nm0187671,director,Alfredo B. Crevenna,Inconnu
nm0898247,writer,Fernanda Villeli,Inconnu
nm0605059,actor,Terence Morgan,UK
nm0654089,actor,Bill Owen,Inconnu
nm0501539,director,John Lemont,Inconnu
nm0888538,writer,Leigh Vance,Inconnu
nm0353916,actor,Jess Hahn,USA
nm0234767,actor,Van Doude,Inconnu
nm0083910,actor,Paul Bisciglia,Inconnu
nm0006445,director,Éric Rohmer,Inconnu
nm0337541,writer,Paul Gégauff,Inconnu
nm0858865,actor,Georg Thomas,Inconnu
nm0676729,actor,Werner Peters,Inconnu
nm0775650,actor,Ernst Schröder,Inconnu
nm0679974,director,Harald Philipp,Inconnu
nm0465337,writer,Heinz G. Konsalik,Inconnu
nm0197108,actor,Paul Dahlke,Inconnu
nm0894201,actor,Michael Verhoeven,Inconnu
nm0459801,director,Werner Klingler,Inconnu
nm0375518,writer,Hans-Ulrich Horster,Inconnu
nm0406108,writer,J.A. Hübler-Kahla,Inconnu
nm0004570,actor,Sunil Dutt,Inconnu
nm0746950,director,Bimal Roy,Inconnu
nm0315905,writer,Nabendu Ghosh,Inconnu
nm0315926,writer,Subodh Ghosh,Inconnu
nm0536819,writer,Paul Mahendra,Inconnu
nm0031428,actor,Costache Antoniu,Romania
nm0147338,actor,Jules Cazaban,Romania
nm0321296,actor,Alexandru Giugaru,Romania
nm0586233,director,Aurel Miheles,Inconnu
nm0619321,director,Gheorghe Naghi,Inconnu
nm0135905,writer,Ion Luca Caragiale,Inconnu
nm0824951,writer,Mircea Stefanescu,Inconnu
nm0000851,actor,Lex Barker,USA
nm0520859,actor,Livio Lorenzon,Inconnu
nm0135730,director,Luigi Capuano,Inconnu
nm0162572,writer,Marcello Ciorciolini,Inconnu
nm0582706,writer,Vittorio Metz,Inconnu
nm0316363,writer,Roberto Gianviti,Inconnu
nm0136051,actor,Tony Carbajal,Mexico
nm0585765,writer,Felipe Mier Miranda,Inconnu
nm0677538,writer,Ulises Petit de Murat,Inconnu
nm0593192,actor,Cameron Mitchell,USA
nm0527017,actor,John Lupton,Inconnu
nm0110917,actor,Steve Brodie,USA
nm0128715,director,Edward L. Cahn,Inconnu
nm0448839,writer,Robert E. Kent,Inconnu
nm0359034,writer,Orville H. Hampton,Inconnu
nm0097449,actor,Dieter Borsche,Inconnu
nm0033007,actor,Ángel Aranda,Spain
nm0023813,director,Luis César Amadori,Inconnu
nm0529936,writer,José López Rubio,Inconnu
nm0549893,writer,Luis Marquina,Inconnu
nm0033879,writer,Luis de los Arcos,Inconnu
nm0003337,actor,Karlheinz Böhm,Inconnu
nm0950109,director,Terence Young,Inconnu
nm0471014,writer,Herbert Kretzmer,Inconnu
nm0497374,writer,Harry Lee,Inconnu
nm0593775,actor,Thomas Mitchell,USA
nm0932270,actor,Austin Willis,Canada
nm0101504,director,Muriel Box,Inconnu
nm0791194,writer,Elsa Shelley,Inconnu
nm0101511,writer,Sydney Box,Inconnu
nm0000051,actor,James Mason,UK
nm0001695,actor,George Sanders,Russian Empire [now Russia]
nm0426799,actor,Oliver Johnston,Inconnu
nm0357891,director,Guy Hamilton,Inconnu
nm0062629,writer,Paul Winterton,Inconnu
nm0532032,writer,Roger MacDougall,Inconnu
nm0289334,writer,Ivan Foxwell,Inconnu
nm0097355,actor,Antonio Borrero 'Chamaco',Inconnu
nm0167070,actor,Alberto Closas,Inconnu
nm0171590,director,Julio Coll,Inconnu
nm0173775,writer,Lluís Josep Comerón,Inconnu
nm0407759,writer,Jorge Illa,Inconnu
nm0001120,actor,Vittorio De Sica,Inconnu
nm0004625,actor,Daniel Gélin,Inconnu
nm0092380,director,Claude Boissol,Inconnu
nm0275269,writer,Pasquale Festa Campanile,Inconnu
nm0290050,writer,Massimo Franciosa,Inconnu
nm0767163,writer,Marc-Gilbert Sauvajon,Inconnu
nm0418111,actor,Horst Janson,Inconnu
nm0903088,director,Rolf von Sydow,Inconnu
nm0444267,writer,Thomas Keck,Inconnu
nm0464378,writer,Max Kolpé,Inconnu
nm0163588,actor,Aimé Clariond,Inconnu
nm0596850,director,Édouard Molinaro,Inconnu
nm0165404,writer,Maurice Clavel,Inconnu
nm0784526,actor,Joe Sentieri,Inconnu
nm0147983,actor,Adriano Celentano,Inconnu
nm0002086,director,Lucio Fulci,Inconnu
nm0011657,writer,Giovanni Addessi,Inconnu
nm0896583,writer,Vittorio Vighi,Inconnu
nm0900238,writer,Piero Vivarelli,Inconnu
nm0903971,actor,Lazar Vrabie,Romania
nm0162979,actor,Liviu Ciulei,Romania
nm0162958,actor,Stefan Ciubotarasu,Romania
nm0135828,writer,Dumitru Carabat,Inconnu
nm0613299,writer,Francisc Munteanu,Inconnu
nm0691489,writer,Titus Popovici,Inconnu
nm0701675,actor,Július Pántik,Czechoslovakia [now Slovakia]
nm0810860,actor,Bohumil Smída,Inconnu
nm0375092,director,Ladislav Helge,Inconnu
nm0473158,writer,Ivan Kríz,Inconnu
nm0599965,actor,Aldo Monti,Italy
nm0701660,actor,György Pálos,Inconnu
nm0314973,director,Viktor Gertler,Inconnu
nm0843651,writer,Magda Szabó,Inconnu
nm0124546,actor,Sergio Bustamante,Inconnu
nm0022981,writer,Manuel Altolaguirre,Inconnu
nm0432007,actor,Curd Jürgens,Germany
nm0007042,actor,Herbert Lom,Austria-Hungary [now Czech Republic]
nm0496746,director,J. Lee Thompson,Inconnu
nm0237225,writer,Jay Dratler,Inconnu
nm0296207,writer,George Froeschel,Inconnu
nm0424170,writer,H.W. John,Inconnu
nm0938757,writer,Udo Wolter,Inconnu
nm0309039,writer,Pierre Gascar,Inconnu
nm0105482,actor,Pierre Brasseur,Inconnu
nm0726777,actor,Alexandre Rignault,Inconnu
nm0290802,director,Georges Franju,Inconnu
nm0715118,writer,Jean Redon,Inconnu
nm0893103,actor,Václav Venhoda,Inconnu
nm0561610,actor,Frantisek Maxián,Czechoslovakia [now Czech Republic]
nm0515369,actor,Milan Livora,Czechoslovakia [now Czech Republic]
nm0903683,director,Milan Vosmik,Inconnu
nm0398627,writer,Svatopluk Hrncír,Inconnu
nm0667919,writer,Milan Pavlík,Inconnu
nm0389348,writer,Ota Hofman,Inconnu
nm0099429,actor,Daniel Boulanger,Inconnu
nm0400142,actor,Henri-Jacques Huet,Inconnu
nm0000419,director,Jean-Luc Godard,Inconnu
nm0000076,writer,François Truffaut,Inconnu
nm0001031,writer,Claude Chabrol,Inconnu
nm0190616,actor,Lajos Cs. Németh,Inconnu
nm0844274,actor,István Sztankay,Hungary
nm0837689,actor,Sándor Suka,Inconnu
nm0457104,director,József Kis,Inconnu
nm0883034,writer,Imre Vadász,Inconnu
nm0297054,actor,Gustav Fröhlich,Inconnu
nm0928148,actor,Claus Wilcke,Inconnu
nm0774952,director,Hans Schott-Schöbinger,Inconnu
nm0463440,writer,Erich Kröhnke,Inconnu
nm0551288,actor,Adolfo Marsillach,Spain
nm0286578,director,José María Forqué,Inconnu
nm0557980,writer,Pedro Masó,Inconnu
nm0590956,actor,Nico Minardos,Inconnu
nm0724111,actor,Grant Richards,Inconnu
nm0176773,actor,Russ Conway,Inconnu
nm0812257,writer,Jerry Sohl,Inconnu
nm0930695,actor,Grant Williams,USA
nm0223290,actor,Brad Dexter,Inconnu
nm0228718,actor,Robert Dix,USA
nm0314899,director,Harry Gerstad,Inconnu
nm0358842,writer,Robert Hamner,Inconnu
nm0858962,writer,Jack W. Thomas,Inconnu
nm0378517,actor,Charles Herbert,USA
nm0590398,actor,Martin Milner,Inconnu
nm0145336,director,William Castle,Inconnu
nm0925380,writer,Robb White,Inconnu
nm0001336,actor,Van Heflin,USA
nm0728688,director,Martin Ritt,Inconnu
nm0685316,writer,Ugo Pirro,Inconnu
nm0673773,writer,Ivo Perilli,Inconnu
nm0418972,writer,Paul Jarrico,Inconnu
nm0933858,writer,Michael Wilson,Inconnu
nm0023221,actor,Enrique Diosdado,Spain
nm0054219,director,Juan Antonio Bardem,Inconnu
nm0766042,writer,Alfonso Sastre,Inconnu
nm0895715,actor,Raimondo Vianello,Inconnu
nm0826642,director,Steno,Inconnu
nm0162179,actor,Antonio Cifariello,Inconnu
nm0728376,actor,Roberto Risso,Inconnu
nm0025257,writer,Roberto Amoroso,Inconnu
nm0834271,writer,Nino Stresa,Inconnu
nm0006348,actor,Rajendra Kumar,British India
nm0576490,actor,Raj Mehra,Inconnu
nm0839129,actor,Sunder,Inconnu
nm0474839,director,Mohan Kumar,Inconnu
nm0066074,writer,Rajinder Singh Bedi,Inconnu
nm0171640,actor,Manuel Collado,Spain
nm0430300,actor,Ángel Jordán,Inconnu
nm0535106,director,José Luis Madrid,Inconnu
nm0000052,actor,Marcello Mastroianni,Inconnu
nm0682881,director,Antonio Pietrangeli,Inconnu
nm0531431,writer,Ruggero Maccari,Inconnu
nm0778633,writer,Ettore Scola,Inconnu
nm0684083,writer,Tullio Pinelli,Inconnu
nm0709704,actor,Tony Randall,Inconnu
nm0388155,actor,Eddie Hodges,Inconnu
nm0600911,actor,Archie Moore,Inconnu
nm0002031,director,Michael Curtiz,Inconnu
nm0878494,writer,Mark Twain,Inconnu
nm0497458,writer,James Lee,Inconnu
nm0359894,actor,Roger Hanin,Inconnu
nm0597816,actor,Pierre Mondy,Inconnu
nm0197592,actor,Robert Dalban,Inconnu
nm0894577,director,Henri Verneuil,Inconnu
nm0042179,writer,Jean Aurenche,Inconnu
nm0419986,writer,Henri Jeanson,Inconnu
nm0610038,writer,Alain Moury,Inconnu
nm0352268,director,Ralph Habib,Inconnu
nm0523996,writer,Jean Bernard-Luc,Inconnu
nm0347589,writer,Sacha Guitry,Inconnu
nm0548095,writer,Franz Marischka,Inconnu
nm0900950,actor,Peter Vogel,Inconnu
nm0369359,director,Dietrich Haugk,Inconnu
nm0029763,writer,Eva Anger,Inconnu
nm0311903,writer,Franz Geiger,Inconnu
nm0319343,writer,K.P. Gillmann,Inconnu
nm0327137,writer,Stefan Gommermann,Inconnu
nm0765169,actor,Shukri Sarhan,Inconnu
nm0530946,director,Yusuf Maloof,Inconnu
nm0015658,actor,Abdulsalam El-Nabulsi,Inconnu
nm0007781,actor,Rushdi Abazah,Inconnu
nm0252823,actor,Umar El-Hariri,Inconnu
nm0453523,actor,Jin Kyu Kim,Inconnu
nm0948577,director,Hyun-mok Yoo,Inconnu
nm0297754,actor,Jun Fujimaki,Inconnu
nm0297869,actor,Kamatari Fujiwara,Inconnu
nm0622416,actor,Yôsuke Natsuki,Inconnu
nm0621540,director,Mikio Naruse,Inconnu
nm0440383,writer,Ryôzô Kasahara,Inconnu
nm0755401,actor,Keiji Sada,Inconnu
nm0654868,director,Yasujirô Ozu,Inconnu
nm0633792,writer,Kôgo Noda,Inconnu
nm0000078,actor,John Wayne,USA
nm0001847,actor,Richard Widmark,USA
nm0002131,actor,Laurence Harvey,Inconnu
nm0000811,actor,Frankie Avalon,USA
nm0335455,writer,James Edward Grant,Inconnu
nm0001822,actor,Robert Wagner,USA
nm0001313,actor,George Hamilton,USA
nm0027183,director,Michael Anderson,Inconnu
nm0591486,director,Vincente Minnelli,Inconnu
nm0551148,writer,Rosamond Marshall,Inconnu
nm0858379,writer,Robert Thom,Inconnu
nm0000042,actor,Alan Ladd,USA
nm0001627,actor,Sidney Poitier,USA
nm0201626,actor,James Darren,USA
nm0179148,actor,Glenn Corbett,USA
nm0058826,director,Hall Bartlett,Inconnu
nm0027719,actor,Kaj Andersson,Inconnu
nm0403856,actor,Jan Erik Husbom,Sweden
nm0424079,actor,Tomas Johansson,Inconnu
nm0375224,director,Olle Hellbom,Inconnu
nm0511807,writer,Astrid Lindgren,Inconnu
nm0407125,writer,Manuel Iglesias,Inconnu
nm0342741,writer,Jorge Griñán,Inconnu
nm0407252,writer,Luis Fernando de Igoa,Inconnu
nm0421911,writer,José Luis Jerez Aloza,Inconnu
nm0549650,actor,Christian Marquand,France
nm0746334,director,Francisco Rovira Beleta,Inconnu
nm0759592,writer,Manuel María Saló,Inconnu
nm0125904,actor,Leonid Bykov,USSR [now Ukraine]
nm0340822,actor,Aleksey Gribov,Russian Empire [now Russia]
nm0069474,actor,Yuri Belov,Inconnu
nm0790230,director,Georgi Shchukin,Inconnu
nm0876493,director,Semyon Tumanov,Inconnu
nm0582377,writer,Budimir Metalnikov,Inconnu
nm0350603,actor,Miklós Gábor,Inconnu
nm0844141,actor,Ádám Szirtes,Inconnu
nm0843948,director,Mihály Szemes,Inconnu
nm0921659,actor,Carl Wery,Germany
nm0287195,actor,Bert Fortell,Inconnu
nm0953960,director,Edwin Zbonek,Inconnu
nm0014059,writer,Leopold Ahlsen,Inconnu
nm0272097,writer,Erna Fentsch,Inconnu
nm0001238,writer,Jesús Franco,Inconnu
nm0554481,writer,Doroteo Martí,Inconnu
nm0767113,writer,Guillermo Sautier Casaseca,Inconnu
nm0143043,writer,Fernando Vizcaíno Casas,Inconnu
nm0304262,actor,Shivaji Ganesan,British India
nm0904494,actor,B.M. Vyas,India
nm0708014,director,Ramanna,Inconnu
nm0448004,actor,Douglas Kennedy,USA
nm0341526,actor,James Griffith,USA
nm0872683,actor,Ivan Triesault,Estonia]
nm0880618,director,Edgar G. Ulmer,Inconnu
nm0507289,writer,Jack Lewis,Inconnu
nm0087681,director,Ricardo Blasco,Inconnu
nm0210322,director,Tulio Demicheli,Inconnu
nm0133673,writer,Emilio Canda,Inconnu
nm0245091,writer,Sergio Duval,Inconnu
nm0690360,writer,Sixto Pondal Ríos,Inconnu
nm0049975,actor,Peter Baldwin,Inconnu
nm0329746,actor,Claudio Gora,Inconnu
nm0728271,director,Dino Risi,Inconnu
nm0666473,writer,Ercole Patti,Inconnu
nm0280919,writer,Ennio Flaiano,Inconnu
nm0362927,actor,Mickey Hargitay,Inconnu
nm0784857,actor,Massimo Serato,Inconnu
nm0103855,director,Carlo Ludovico Bragaglia,Inconnu
nm0176420,writer,Sandro Continenza,Inconnu
nm0233631,writer,Luciano Doria,Inconnu
nm0541333,writer,Alberto Manca,Inconnu
nm0271544,actor,Hansjörg Felmy,Inconnu
nm0521438,actor,Hanns Lothar,Inconnu
nm0424186,actor,Karl John,Inconnu
nm0373484,writer,Jakob Christoph Heer,Inconnu
nm0134594,actor,Cantinflas,Inconnu
nm0304844,actor,Ángel Garasa,Inconnu
nm0217035,director,Miguel M. Delgado,Inconnu
nm0757728,writer,Marcelo Salazar,Inconnu
nm0530199,writer,Juan López,Inconnu
nm0759232,writer,Jaime Salvador,Inconnu
nm0001958,actor,Dirk Bogarde,UK
nm0001072,actor,Joseph Cotten,USA
nm0425913,director,Nunnally Johnson,Inconnu
nm0550786,writer,Bruce Marshall,Inconnu
nm0698782,writer,Giorgio Prosperi,Inconnu
nm0185954,actor,Michael Craig,Inconnu
nm0496866,actor,Bernard Lee,UK
nm0337885,director,Guy Green,Inconnu
nm0339995,writer,Richard Gregson,Inconnu
nm0001536,actor,Toshirô Mifune,Inconnu
nm0875465,actor,Kôji Tsuruta,Inconnu
nm0442951,actor,Seizaburô Kawazu,Inconnu
nm0645477,director,Kihachi Okamoto,Inconnu
nm0782883,writer,Shin'ichi Sekizawa,Inconnu
nm0000493,actor,Jack Lemmon,USA
nm0534045,actor,Fred MacMurray,Inconnu
nm0001827,actor,Ray Walston,USA
nm0000697,director,Billy Wilder,Inconnu
nm0224634,writer,I.A.L. Diamond,Inconnu
nm0682726,actor,Florin Piersic,Inconnu
nm0487847,actor,Titus Laptes,Inconnu
nm0238252,actor,Dorin Dron,Romania
nm0830492,director,Savel Stiopul,Inconnu
nm0267551,actor,Antal Farkas,Inconnu
nm0270836,director,Tamás Fejér,Inconnu
nm0286273,director,Antal Forgács,Inconnu
nm0311172,writer,Albert Gaál,Inconnu
nm0844446,writer,Péter Szász,Inconnu
nm0148061,actor,Michael Forest,USA
nm0938231,actor,Frank Wolff,Inconnu
nm0556543,actor,Walter Maslow,Inconnu
nm0000339,director,Roger Corman,Inconnu
nm0341458,writer,Charles B. Griffith,Inconnu
nm0003585,actor,Gustav Knuth,Inconnu
nm0323615,actor,Boy Gobert,Germany
nm0368460,writer,Oliver Hassencamp,Inconnu
nm0586263,writer,Miguel Mihura,Inconnu
nm0475784,director,Maunu Kurkvaara,Inconnu
nm0463580,writer,Erkki Koivusalo,Inconnu
nm0874868,actor,Yin Tse,Inconnu
nm0159201,director,Yuen Chor,Inconnu
nm0377958,writer,O. Henry,Inconnu
nm0752246,actor,Wolf Ruvinskis,Inconnu
nm0006842,actor,Julio Alemán,Inconnu
nm0799108,actor,Armando Silvestre,Inconnu
nm0192698,director,Federico Curiel,Inconnu
nm0747739,writer,Alfredo Ruanova,Inconnu
nm0511826,actor,Hans Lindgren,Sweden
nm0474649,actor,Jarl Kulle,Inconnu
nm0002158,actor,Edvin Adolphson,Inconnu
nm0147785,actor,Gösta Cederlund,Inconnu
nm0403855,director,Rolf Husberg,Inconnu
nm0014020,writer,Stig Ahlgren,Inconnu
nm0317396,writer,Karl Ragnar Gierow,Inconnu
nm0422967,actor,Joselito,Spain
nm0703411,actor,Cesáreo Quezadas 'Pulgarcito',Mexico
nm0675183,actor,Louk Perry,Inconnu
nm0511591,actor,Cor van der Linden,Inconnu
nm0100166,actor,No Bours,Inconnu
nm0511608,director,Henk van der Linden,Inconnu
nm0275213,actor,Gabriele Ferzetti,Italy
nm0000774,director,Michelangelo Antonioni,Inconnu
nm0059026,writer,Elio Bartolini,Inconnu
nm0346096,writer,Tonino Guerra,Inconnu
nm0147436,actor,Roberto Cañedo,Inconnu
nm0126528,writer,Edmundo Báez,Inconnu
nm0703124,director,Perdigão Queiroga,Inconnu
nm0279472,actor,Eddie Fisher,Inconnu
nm0542702,director,Daniel Mann,Inconnu
nm0641274,writer,John O'Hara,Inconnu
nm0773660,writer,Charles Schnee,Inconnu
nm0371088,writer,John Michael Hayes,Inconnu
nm0157067,actor,Walter Chiari,Inconnu
nm0117774,actor,Tino Buazzelli,Inconnu
nm0800547,director,Giorgio Simonelli,Inconnu
nm0346061,writer,Mario Guerra,Inconnu
nm0040266,actor,Nicky Atanasiu,Romania
nm0018897,director,Sica Alexandrescu,Inconnu
nm0325958,writer,Carlo Goldoni,Inconnu
nm0049382,actor,T.S. Balaiah,India
nm0839046,director,T.R. Sundaram,Inconnu
nm0620630,actor,M.N. Nambiar,British India
nm0707901,actor,M.G. Ramachandran,Ceylon
nm0611525,actor,Gyanesh Mukherjee,Inconnu
nm0080369,actor,Umanath Bhattacharya,Inconnu
nm0784019,director,Mrinal Sen,Inconnu
nm0201869,writer,Chidananda Das Gupta,Inconnu
nm0665785,actor,François Patrice,Inconnu
nm0167489,director,Michel Clément,Inconnu
nm0769256,director,Umberto Scarpelli,Inconnu
nm0115504,writer,Jean Bruce,Inconnu
nm0510435,writer,Nino Lillo,Inconnu
nm0322379,actor,Pyotr Glebov,Russian Empire [now Russia]
nm0686836,actor,Vsevolod Platov,USSR [now Russia]
nm0880761,actor,Mikhail Ulyanov,Inconnu
nm0125909,actor,Rolan Bykov,USSR [now Ukraine]
nm0893093,director,Vladimir Vengerov,Inconnu
nm0161064,writer,Nikolai Chukovsky,Inconnu
nm0007147,actor,Dev Anand,India]
nm0420092,actor,Jeevan,Inconnu
nm0403827,actor,Nasir Hussain,Inconnu
nm0451846,director,Raj Khosla,Inconnu
nm0436464,writer,G.R. Kamath,Inconnu
nm0297293,actor,Joachim Fuchsberger,Inconnu
nm0003248,actor,Fritz Rasp,Inconnu
nm0258382,actor,Dieter Eppler,Inconnu
nm0718243,director,Harald Reinl,Inconnu
nm0059342,writer,J. Joachim Bartsch,Inconnu
nm0774227,writer,Wolfgang Schnitzler,Inconnu
nm0523473,actor,Raymond Loyer,Inconnu
nm0133424,director,Marcel Camus,Inconnu
nm0103842,writer,Rubem Braga,Inconnu
nm0764583,writer,Louis Sapin,Inconnu
nm0899254,writer,Jacques Viot,Inconnu
nm0182009,actor,Michele Cossu,Inconnu
nm0190985,actor,Peppeddu Cuccu,Inconnu
nm0211548,director,Vittorio De Seta,Inconnu
nm0315669,writer,Vera Gherarducci,Inconnu
nm0001588,actor,Jack Palance,USA
nm0738212,actor,Guy Rolfe,UK
nm0005789,director,Rudolph Maté,Inconnu
nm0536941,writer,John Lee Mahin,Inconnu
nm0705228,writer,Martin Rackin,Inconnu
nm0556704,writer,Francis Van Wyck Mason,Inconnu
nm0300064,actor,Jean Gabin,Inconnu
nm0144889,actor,Jacques Castelot,Inconnu
nm0216381,director,Jean Delannoy,Inconnu
nm0238610,writer,Maurice Druon,Inconnu
nm0799442,writer,Georges Simenon,Inconnu
nm0002192,writer,Michel Audiard,Inconnu
nm0664850,actor,Dirch Passer,Inconnu
nm0819825,actor,Ove Sprogøe,Inconnu
nm0715862,director,Annelise Reenberg,Inconnu
nm0647688,writer,John Olsen,Inconnu
nm0347708,writer,Peer Guldbrandsen,Inconnu
nm0080445,actor,Bharat Bhushan,India
nm0151539,actor,Chandrashekhar,India
nm0764314,director,P.L. Santoshi,Inconnu
nm0304098,director,Abel Gance,Inconnu
nm0438342,writer,Nelly Kaplan,Inconnu
nm0724858,writer,Roger Richebé,Inconnu
nm0249855,actor,Sam Edwards,Inconnu
nm0871440,actor,Tony Travis,USA
nm0106539,actor,Peter Breck,Inconnu
nm0293659,director,Paul Frees,Inconnu
nm0920119,actor,Bob Wells,Inconnu
nm0163863,actor,Dick Clark,USA
nm0130286,actor,Michael Callan,Inconnu
nm0920862,director,Paul Wendkos,Inconnu
nm0268468,writer,John Farris,Inconnu
nm0344631,writer,James Gunn,Inconnu
nm0411515,actor,Galal Issa,Inconnu
nm0015652,actor,Abdel Fatah Al Kasri,Egypt
